sex,,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female
age_group,,0-4,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,5-9,60-64,65-69,70-74,75-79,80-84,85-89,90+,0-4,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,5-9,60-64,65-69,70-74,75-79,80-84,85-89,90+
year,province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Burdur,7682,9241,10023,9297,8671,9154,9088,8811,8821,8478,7554,8152,6067,4435,3694,3197,2000,810,168,7126,8780,10135,9774,7888,8817,8872,8615,8689,8617,8240,7773,6441,5564,4677,4009,3156,1479,346
2012,Bursa,102961,105856,104491,93353,115721,126327,112126,100392,91192,81070,68409,101095,50784,33617,24949,17390,9682,3634,845,97113,98946,98795,102000,114145,122844,109327,97567,89821,79699,68757,95386,52917,38464,30903,23021,15843,6833,1896
2012,Denizli,33231,37635,37427,32346,37876,42146,38610,35615,32882,29499,24600,34637,19064,13004,10037,7629,4644,1740,419,31479,35950,36276,35570,36786,41082,37220,34145,32125,29315,24801,32623,19921,15567,12700,10400,7548,3168,840
2012,Diyarbakır,98365,97825,89439,83056,67968,65954,49688,39649,34066,23308,18803,95100,13743,10045,7925,5625,2887,1185,321,93727,93047,85259,75591,66278,66347,49453,37823,31593,23662,18849,90729,16635,12403,9563,7277,5442,2480,1057
2012,Düzce,12775,14604,14843,13133,13415,14942,13867,12049,11345,10446,9131,13086,6835,4603,3460,2543,1505,547,97,12262,13896,13738,13445,13560,14608,13101,11868,11368,10282,9035,12683,6935,5112,4341,3321,2390,1043,279
2012,Edirne,10473,11924,14460,22124,15013,15281,14355,14170,14715,15552,13956,10707,10838,6965,5144,4168,2629,962,220,9712,11235,14132,15039,13274,14230,13976,13846,14912,15127,13558,10293,10445,7686,6395,5824,4166,1702,500
2012,Elazığ,22663,25413,26889,26397,23140,22410,19561,17626,16662,13919,12489,22971,8974,6592,5610,4629,2465,977,212,21262,24418,24872,23242,23199,23700,21328,18592,17573,14676,13259,21549,9947,7716,6615,4655,3777,1978,746
2012,Erzincan,7665,8793,10069,12951,8713,8661,7701,7095,6420,5496,5033,7636,4211,3221,2592,2184,1458,599,71,7328,8444,9716,9795,8202,8211,7201,6559,6312,5447,5177,7238,4415,3906,3355,2338,2222,1125,326
2012,Erzurum,37151,41386,40611,39239,32848,30252,25372,21895,19615,15611,13671,37407,10775,8905,6915,5152,3211,1047,227,34871,39481,39264,37230,31741,29921,24556,20771,19179,15602,14993,36099,12042,10306,8558,5261,4653,1817,560
2012,Eskişehir,23496,26700,29789,37785,33611,32835,30233,28536,27660,26203,22056,23936,17126,12234,9442,6730,3664,1476,248,21852,25418,28300,35196,30619,32027,30822,29534,28379,26714,22232,22952,18297,14033,11930,8863,5738,2449,635
2012,Gaziantep,111082,100737,88526,70364,77373,76828,64791,51566,44532,33093,26649,104897,20809,14443,10009,6194,3750,1238,291,106594,95901,83148,74267,75873,74115,61940,47819,42557,33091,26687,100258,21698,16331,12898,8997,5965,2926,1321
2012,Giresun,12191,16215,17852,15770,14241,14085,13785,13688,14669,13936,13125,13237,9940,6643,6840,5964,3858,974,147,11576,15357,17573,16544,13268,14069,13427,13142,13966,13180,13342,12756,10225,8606,8609,6972,6342,2768,673
2012,Gümüşhane,4561,5640,6728,7261,5634,5070,4391,4169,4341,3579,3233,4807,2486,1856,1756,1511,1084,325,34,4317,5319,6816,6399,4736,4472,4144,3827,3883,3290,3391,4516,2691,2423,2191,1633,1638,810,254
2012,Hakkari,14858,17265,16598,36126,14271,11350,6991,5176,4709,3204,2274,16899,1683,1171,900,564,283,145,59,13979,16590,15311,12866,10815,11249,6890,4467,4465,3241,2835,16331,2105,1338,933,796,654,400,191
2012,Hatay,75255,74971,68143,58572,57090,58822,53285,48175,45386,36732,30684,74345,21902,13416,9846,9155,5417,1707,482,70933,71465,64252,54620,58871,61512,55305,47985,45414,36895,31043,71288,22503,15310,11462,10219,6915,2976,1321
2012,Isparta,13597,15256,17725,19048,15952,15843,15049,13984,13386,13063,11658,14309,9268,6210,5246,3900,2895,1054,215,12866,14517,16839,17486,14723,15886,14684,14406,13783,13350,12327,13322,9753,7468,6241,4951,4220,1767,416
2012,Iğdır,10656,11360,10697,10236,8396,7884,6118,5129,4277,3704,3159,10294,2151,1739,999,934,532,205,67,9952,10748,9926,7687,7454,7214,5666,4416,4212,3487,3349,9729,2481,1805,1251,1081,870,373,171
2012,Kahramanmaraş,55723,56425,51255,39857,44328,45812,37897,32550,28794,23109,20837,55457,15162,11992,8939,6196,3935,1443,287,53060,53461,48179,41192,42601,43017,36000,31647,26939,21514,19730,51908,15852,12405,10046,6914,4949,2607,1155
2012,Karabük,6414,8024,10122,11549,8490,8189,8037,7965,7387,6998,6679,6803,5593,4170,3014,2498,1317,511,92,6154,7453,8887,8423,7386,8037,8322,7961,7678,7369,6997,6441,5663,4532,3854,2798,2205,924,209
2012,Karaman,9250,10604,10524,8555,9603,9514,8489,8164,7234,6163,5301,9499,4196,2954,2636,2114,1409,527,112,8804,10462,10418,9656,8980,8957,8448,8015,7322,6221,5514,9050,4636,3554,3135,2528,1898,792,186
2012,Kars,16089,16483,15595,18057,12926,12402,10123,8491,7758,6285,5213,15505,3972,3564,2283,1770,1308,419,160,15240,15383,14698,12888,11480,11644,9033,7093,7220,5844,5165,14986,4450,3834,2919,1936,1782,607,216
2012,Kastamonu,10595,12314,13813,12786,12659,13417,11847,10804,10960,11326,11328,11235,10004,7801,6920,5099,3326,1209,204,10000,11701,12760,12265,12429,12933,11664,10580,11194,11339,12205,10880,10984,8851,8636,6089,5046,2117,488
2012,Kayseri,57146,57971,55633,50245,54238,55896,49027,42579,38447,33362,28454,57075,20908,14521,10749,7566,4612,1407,259,53669,55494,53478,50348,52382,54126,47176,41539,38144,32883,27582,54412,22063,17312,13662,9682,7039,2946,936
2012,Kilis,6433,6462,6186,5966,4631,4357,3854,3600,3376,2654,2184,6584,1874,1412,1080,857,567,180,36,6082,6602,5917,4875,4527,4606,4009,3526,3325,2590,2225,6156,2128,1686,1401,1016,808,383,165
2012,Kocaeli,68437,68094,66310,64945,75861,83694,71423,58996,52524,44080,36996,65930,26592,17697,12078,7781,4585,1727,321,65020,64054,62223,66085,74378,78711,66305,55795,50997,43130,36669,62100,26858,18773,14016,9945,7272,3334,955
2012,Konya,88101,95718,95306,76262,83140,81616,71762,66279,61385,53577,45405,90558,36072,24980,18564,13773,8373,2885,536,83399,91645,93372,85751,81116,80800,72753,67723,63001,55073,48193,85817,39946,30150,23469,17036,12108,5240,1397
2012,Kütahya,17541,20207,22389,26985,22520,22281,20912,18882,18803,18780,16696,18465,13193,8913,7866,5490,3417,1337,232,16551,19072,22820,24956,21304,22008,20935,19712,19613,19208,16747,17372,14117,10728,9577,6903,4637,1829,423
2012,Kırklareli,8777,10744,12293,18631,13630,14293,13037,12836,12210,12668,11499,9420,8474,5658,4431,3567,2282,843,222,8253,10219,11833,11179,11505,13174,12651,12139,12018,12274,11029,8851,8358,6357,5399,4961,3538,1517,448
2012,Kırıkkale,8789,11647,13085,12040,10175,9748,9104,9573,10025,8555,7464,9573,5913,4331,3178,2148,1418,475,83,8354,11086,11984,11678,9274,9607,9441,9652,9597,8379,7534,9343,6696,4977,3970,2801,1962,793,275
2012,Kırşehir,7147,9344,9856,9215,8355,8304,7672,7897,7903,6910,6045,7701,4479,3134,2458,1877,1147,450,114,6926,8845,9408,9072,7502,7823,7784,7521,7770,6995,6237,7402,5076,4123,3444,2490,1723,804,256
2012,Malatya,31513,34962,35040,33400,30489,30977,27496,24173,23033,19034,17314,32274,13315,9415,7978,5726,3582,1054,250,29847,33034,34075,31954,30324,31494,27921,24176,22467,18488,16866,30486,14235,10980,9806,6693,4803,2468,1224
2012,Manisa,47264,52195,52877,50262,53034,55607,51229,48130,47132,44280,38305,48599,28977,20036,15069,11166,6565,2444,529,44448,49355,49880,49068,51287,53862,50175,47774,46717,43407,38097,45329,30121,22811,18551,15301,10410,4563,1306
2012,Mardin,47927,49870,45647,40085,31556,28989,22273,18404,15152,10174,8292,47953,6262,4976,4509,3468,2195,710,294,45700,48562,44034,35231,31057,29457,23307,17615,14316,10512,9189,46116,7999,6122,5434,4201,3136,1545,757
2012,Mersin,69549,75998,74100,59397,65605,68573,64208,59577,57204,47716,41607,69909,29833,20782,14833,10469,6039,2225,478,65987,71774,70290,63785,65244,70022,65509,60316,57560,48271,41259,66453,31076,23023,17244,12799,8793,4037,1304
2012,Muğla,28414,30089,30074,30372,33276,38272,37254,34855,32582,28923,24213,28513,18491,13497,11016,7810,4623,1860,405,26764,28074,27828,27785,31934,36195,34711,32034,30114,26738,22965,27056,18387,14045,11814,9005,6820,3394,943
2012,Muş,26910,28583,25327,21138,16729,15341,11173,9218,8349,6036,5427,27188,3269,2719,1739,1191,751,333,95,25464,27611,23333,19973,15479,14544,10517,7786,6914,5459,5565,25629,4306,2988,2341,1565,1278,696,296
2012,Nevşehir,10687,12349,12082,9997,11321,11280,10633,9812,9153,8149,6838,11292,5639,4105,3163,2407,1419,520,106,10169,11879,11793,10647,10809,11264,10173,9528,9374,8212,7128,10903,6251,5173,4287,3204,2128,992,324
2012,Niğde,14980,16468,16145,13711,13026,13486,11936,11254,10221,8316,6949,15400,5833,4462,3372,2532,1393,505,86,14318,15717,15590,13858,12198,12893,11784,10778,10059,8441,7270,14469,6303,5277,4523,3185,2147,1037,348
2012,Ordu,25469,31977,32108,24796,25984,27675,26484,24983,26556,22370,21041,26283,16643,12977,10244,8577,4834,1371,259,23938,30778,30462,25322,24717,27643,26059,23611,25496,21405,21903,24661,17528,14341,12276,8994,7400,3267,939
2012,Osmaniye,23859,24935,22973,19207,19301,19688,17311,15963,15113,12509,11101,23754,8312,5384,3761,2579,1477,620,110,22374,23889,21720,18271,18525,19466,17427,15930,14664,12112,10872,22636,8544,6109,4555,3144,2289,1201,450
2012,Rize,10682,12875,14256,12627,11945,12330,11755,12550,11910,10144,8530,11120,6057,4884,3840,2958,1437,372,79,10166,12271,13423,12708,12055,12030,11650,12007,11145,9495,8693,10664,6493,5843,5560,4032,3362,1532,672
2012,Sakarya,33711,38287,38498,34888,35522,39315,35539,31973,29092,26806,23210,34737,17651,11886,8779,6119,3725,1315,242,31784,36169,37299,37764,34909,38246,34554,30918,28826,26079,22884,32899,17555,13118,10768,7942,5836,2656,766
2012,Samsun,44234,53994,55505,44923,45381,48298,44673,41344,42757,37849,33867,46407,26224,19129,14434,10200,5985,1595,296,42068,52140,54834,48316,45307,50102,45584,42037,44241,37390,34444,43768,27506,21226,17559,12662,10135,4118,1190
2012,Siirt,20175,21500,18998,19647,12636,10937,7958,6748,5818,3999,3573,20859,2547,1845,1439,1183,670,215,66,19410,20088,17869,13639,11326,10984,7616,5849,5296,3816,3720,19906,3113,2337,1888,1277,1060,576,296
2012,Sinop,6133,7208,7800,6940,6862,6735,6184,5767,6222,6125,6470,6320,5987,4619,4040,3108,1981,863,176,5748,6970,7498,7082,6462,6675,6129,5826,6380,6311,6497,5997,6084,5234,5001,3695,2588,1204,390
2012,Sivas,24057,27375,28544,27151,24931,24194,20664,18818,18123,16063,15200,24702,12786,10130,7988,5910,3932,1152,173,22743,26484,27705,27606,23378,22917,20492,18672,17958,16165,15041,23626,13778,11418,9323,6266,5256,2187,627
2012,Tekirdağ,31048,31731,32694,38830,39544,43765,37197,33023,29241,25880,21770,30871,15820,10200,7267,5412,3275,1256,300,29772,29555,29374,30865,36672,39368,33814,30184,27500,24989,21432,29036,15996,10979,8812,7207,4962,2063,617
2012,Tokat,21737,27613,27940,22360,21611,21768,20733,19651,19567,17745,16925,23244,13660,10842,8745,6333,3185,949,134,20318,26273,27264,22953,21506,22163,21065,19059,19706,17921,17576,22165,15208,12608,9288,6935,4827,1890,523
2012,Trabzon,26269,29976,32984,32038,30022,29530,26808,25406,25313,23002,20157,26179,15105,10309,8813,7004,4332,1243,187,24957,28949,31894,31364,28475,28625,26394,24666,26001,22319,21374,25083,15598,12997,11788,8472,8474,4360,1431
2012,Tunceli,2149,2277,2845,13957,4959,3857,3269,2760,2247,1937,1873,2017,1429,1081,916,1259,786,322,58,2047,2170,2601,3104,3118,3155,2549,2327,2218,2022,2020,1880,1668,1367,1102,1123,1019,521,267
2012,Uşak,11488,13051,13716,11509,13563,14174,13297,12448,11697,10899,9385,11897,7184,5049,4393,3410,1947,725,165,10649,12375,12821,13004,12990,14017,13032,12010,11845,10901,9720,11109,7511,6071,5434,4371,2967,1137,308
2012,Van,68945,71801,63641,55211,45553,40405,29014,23343,22163,15071,11772,68029,8222,5702,4282,2770,1427,605,165,65963,68235,59875,51753,41335,38712,27063,20304,19748,14695,13124,65366,9475,6555,4851,3003,2333,1021,443
2012,Yalova,6963,8011,8315,8400,8070,8422,8099,7733,7117,7144,6128,7106,4707,3421,2750,1939,1133,409,96,6654,7432,7866,7346,7756,8779,8251,7748,7405,6962,6207,6768,4866,3865,3018,2296,1653,732,232
2012,Yozgat,16968,21435,22142,18235,17348,16757,14765,13906,14044,12150,11331,18509,9335,7070,5288,3780,2711,836,130,15979,20697,20998,17512,16047,15960,14836,13588,14322,11833,11449,17563,10281,8531,6581,4778,3672,1395,449
2012,Zonguldak,20167,22545,21939,21625,23926,25909,23770,21153,20107,20808,18869,20523,14201,8796,6355,4831,2836,815,126,19047,21320,21572,22077,23450,25429,23690,21924,22258,21738,19232,19479,14241,9951,8377,6349,4768,1902,422
2012,Çanakkale,13167,14943,17369,25497,18447,19237,18237,17690,18014,17440,15810,13426,13524,9457,7489,5564,3466,1533,323,12846,14010,17233,17499,16418,18487,17515,17365,17553,17276,15795,12736,13333,10491,9028,7162,5209,2499,603
2012,Çankırı,5913,6810,7525,8050,6791,6435,5852,5827,5863,5473,5547,5938,4446,3843,3443,2533,1394,603,108,5602,6485,7149,6969,5900,6192,5915,5614,5965,5391,5761,5719,5014,4353,4038,2897,2007,815,226
2012,Çorum,18372,21896,22368,16915,18897,20273,18515,17443,17246,15163,14412,18895,12256,9978,8121,6099,3890,1162,254,17352,21177,21276,18525,18258,20077,18698,16924,16821,15746,15311,18022,13881,11299,9513,6915,5145,2213,667
2012,İstanbul,560532,553787,552726,540937,667731,728674,620794,526847,456638,371515,293990,542657,205762,132585,88214,60062,35417,14540,3500,530593,520491,516503,563364,658071,704425,600222,504083,443575,361947,299776,512758,219754,152618,115862,85383,64337,33016,11054
2012,İzmir,132004,138928,147850,160856,167298,181115,165400,148339,140386,130239,112519,130245,86365,61112,42208,28987,16945,6871,1579,125606,130731,138750,150279,162430,179177,164470,149776,141326,129947,114110,123156,90977,66652,50928,40355,28842,14418,4283
2012,Şanlıurfa,135688,116282,99211,74135,70187,62288,47621,37170,34449,23507,18785,122779,13984,9747,7350,4547,2642,828,321,129301,110636,95009,81786,71256,63258,47970,35898,33206,25727,18718,116496,15837,11676,9283,6570,4577,2192,1158
2012,Şırnak,33408,32997,27948,36281,20374,16682,10315,8276,7027,4573,3898,34233,2577,1950,1742,1107,556,200,77,31605,31536,25855,21312,17593,17234,11257,8067,6511,4145,4094,32232,3405,2387,1774,1469,1227,675,383
2013,Adana,95336,97090,97447,81007,85595,91434,82102,74318,66906,59664,49918,97058,37932,24081,15666,9747,6751,2216,510,90350,92509,91244,82671,85759,90450,81960,74990,66231,60021,49769,91950,38865,27685,19768,13854,10081,4758,1567
2013,Adıyaman,30913,31518,32515,26198,24751,23692,19964,17635,15221,12208,9719,30397,8209,5771,4512,3209,2653,734,144,29158,30025,31284,26163,24172,23221,19957,17383,13452,12020,9876,29218,9307,7446,5341,3942,2779,1685,792
2013,Afyonkarahisar,27321,29296,31472,27536,27084,27845,24009,23171,21848,21310,17678,28190,14358,10207,7891,5956,4449,1202,184,25770,27991,30343,28971,26348,26778,24380,23598,21487,21700,18293,26811,15330,12080,10121,7673,5805,2175,462
2013,Aksaray,16919,17799,18480,15255,15612,15949,14084,12557,10983,8915,7447,17600,6640,4729,3200,2275,1466,508,122,16300,17248,17330,15188,14821,15264,14063,12918,10946,9624,8032,16632,7307,5891,4247,3225,1971,927,332
2013,Amasya,10351,12240,12940,12060,11435,11555,10985,10776,10672,10298,9229,11024,7775,6400,4511,3784,2716,708,137,9760,11835,12436,10947,10933,11828,11255,11000,10679,10856,9326,10286,8331,7407,5771,4602,3395,1366,368
2013,Ankara,183983,189363,196490,209161,217941,227566,208244,190622,172749,154080,123941,188262,89902,60456,40990,25987,19042,7125,1621,174114,179629,188581,200906,218591,230453,210322,195615,175747,155932,125786,177972,95216,70575,52236,37844,29108,14515,4416
2013,Antalya,84441,83808,84695,72995,88388,101796,96011,88870,77187,66302,52244,85709,38345,26798,19396,11936,8548,2788,586,79425,79120,77771,75975,89575,98750,92379,85641,72758,63900,51474,80887,38603,28309,21119,14090,11211,5041,1394
2013,Ardahan,3939,4756,4991,5061,4039,4000,3610,3323,2790,2519,2474,4166,1994,1863,1352,959,791,238,72,3733,4419,4615,3990,3627,3473,3146,2926,2597,2519,2334,4031,2142,2088,1748,1025,981,331,120
2013,Artvin,4949,5799,6422,6856,6535,6341,5778,6156,5957,5571,5194,5078,4080,3081,2688,1970,1932,597,176,4779,5515,6060,6196,6002,5698,5431,5916,5575,5141,5343,4869,4404,3860,3465,2243,2331,1015,331
2013,Aydın,33088,36145,39723,37733,38046,39824,37313,36331,35468,35570,31744,34581,24614,18424,13036,9728,6423,2294,427,31197,34224,38098,36560,35664,38608,37146,35813,34570,35036,31925,32667,25077,20358,15292,12766,9771,4512,1161
2013,Ağrı,37812,38027,33148,30671,23508,20754,14593,13166,10405,8638,6777,34873,4577,3670,2354,1629,1105,313,141,35618,36345,30241,25365,20114,19018,13185,11193,8733,7778,7024,33030,5605,4197,3074,2024,1530,641,301
2013,Balıkesir,32745,38404,44018,43702,40281,43171,42261,42618,42231,41461,37964,34993,30728,23913,18098,12588,8335,3225,667,30735,36177,40235,38452,37535,41866,42501,42907,42867,42665,38297,33236,31970,25888,21162,16160,11773,5455,1477
2013,Bartın,5535,6531,7017,7023,6810,7380,7028,6552,5970,6199,6070,5854,5269,3688,2589,1781,1509,541,76,5243,6348,7000,6920,6479,7223,6902,6728,6433,6671,6380,5520,5289,3981,3162,2266,2133,867,172
2013,Batman,34584,36502,32729,25284,21453,21175,16713,13737,10771,7808,5887,35469,4323,2928,2433,1621,1196,399,124,33106,34839,31529,25545,21728,22052,16129,12759,9820,7258,6010,33553,5441,4116,3171,2158,1770,976,485
2013,Bayburt,2949,3260,3711,4831,3269,2769,2472,2328,2132,1812,1598,2917,1241,1015,913,606,627,194,34,2837,2972,3667,3605,2906,2486,2251,2355,2016,1771,1660,2836,1318,1204,1127,730,723,391,87
2013,Bilecik,6564,7118,7995,14053,9356,8891,7820,7500,7043,6648,5709,6763,4151,2757,2513,1901,1381,532,98,6486,6714,7460,7906,7572,7984,7276,7111,6708,6419,5387,6404,4194,3493,3327,2537,2044,898,175
2013,Bingöl,12988,13258,13450,17161,12478,11376,8854,7783,6369,5002,4078,12895,3045,2298,1839,1379,993,387,106,12385,12653,13195,13105,11616,11150,8808,7457,5921,4693,4380,12398,3582,2795,2166,1460,1170,589,252
2013,Bitlis,20844,21910,20557,18641,14420,12628,9406,8805,7099,5745,4295,20684,3114,2194,1711,1072,800,243,85,19647,20663,18800,15941,13179,11926,8698,7633,5786,4839,4562,19346,3692,2843,2003,1268,1099,630,348
2013,Bolu,8806,9346,10921,11819,10914,11528,10762,9962,8922,8534,8051,9208,6608,4917,4051,2819,2324,908,172,8441,9042,11069,11855,9931,11087,10268,9907,8999,8905,8265,8606,7136,5712,5029,3589,3260,1523,300
2013,Burdur,7647,8958,10282,10069,8700,9099,9098,9033,8804,8666,7776,8177,6157,4735,3515,3148,2264,826,185,7078,8467,10284,10369,7949,8645,8729,8851,8563,8922,8262,7738,6657,5791,4634,4011,3286,1532,360
2013,Bursa,104099,104652,107490,95930,115061,127103,114369,104374,93428,83445,70653,104541,53004,35756,25239,17045,10970,3789,966,97921,97651,100250,100977,114268,124197,111302,102311,91648,82482,70682,98802,54772,41063,31146,23156,16835,7419,2174
2013,Denizli,33097,36728,38191,33830,37194,41905,39508,36285,33860,30208,25298,35573,19798,13825,9827,7547,5308,1770,472,31231,34932,37002,35271,36284,41074,38128,34962,32818,30392,25147,33626,20478,16531,12547,10286,8240,3403,888
2013,Diyarbakır,99185,95886,89513,79543,68826,64856,51541,42746,33946,25612,19010,96030,14545,10206,8058,5244,3517,1153,374,94185,91463,85574,76277,68300,65535,50644,41092,32050,25493,18867,91671,16825,13143,9744,7191,5843,2604,1145
2013,Düzce,12696,14215,14908,13928,13408,14795,13945,12667,11526,10852,9497,13425,6860,4975,3521,2301,1838,603,111,12120,13607,13697,13717,13507,14588,13263,12605,11124,10840,9320,12913,7053,5436,4401,3169,2626,1147,305
2013,Edirne,10342,11429,13942,19629,15359,15050,14647,13873,14671,15357,14405,10806,11303,7444,5084,4138,2771,1071,246,9726,10683,14302,15439,13118,14037,13930,13689,14759,15295,13904,10285,10845,8159,6225,5846,4415,1834,524
2013,Elazığ,22380,24599,26901,26120,22956,22308,19822,18564,16919,14827,12883,23389,9455,6817,5568,4248,3065,972,256,21164,23722,25045,23287,23026,23405,21199,20307,17379,15723,13397,21912,10196,8292,6569,4783,3891,2134,759
2013,Erzincan,7672,8483,9928,12876,9278,8499,7803,7303,6503,5664,5248,7562,4395,3403,2534,2022,1664,632,99,7364,8100,9541,10480,8278,8118,7180,6885,6249,5697,5291,7249,4435,4041,3430,2292,2230,1221,347
2013,Erzurum,36218,39755,39536,36656,32313,29186,24981,23094,19488,16337,13793,36275,10828,8988,6710,4658,3869,1055,275,34239,38393,38534,36751,31372,28980,23893,22382,18317,16677,14768,34703,11810,10708,8391,5264,4912,1970,650
